Member_number,Recency,Frequency,Monetary,Class
2438,313,2,9.224883703192337,Hibernate
2439,60,4,18.553268100202484,Regular
2440,194,9,50.18739574523856,Loyal
2441,180,6,25.003479399670923,Loyal
2442,674,1,3.197856457644125,Hibernate
2443,45,7,45.9934355228057,Loyal
2444,196,3,14.448184077991211,At_risk
2445,427,4,17.201174858433916,Regular
2446,113,4,19.20734711457155,Regular
2447,2,7,43.61493795667492,Loyal
2448,1,6,25.20655879347872,Loyal
2449,175,4,16.988899573576766,Regular
2450,152,3,11.077187697697786,At_risk
2451,458,3,10.187784527003169,At_risk
2452,141,3,26.397350925841863,At_risk
2453,9,6,26.76428769208679,Loyal
2454,50,7,36.24478125863867,Loyal
2455,360,2,9.38122881914367,Hibernate
2456,655,1,3.9619553741763553,Hibernate
2457,382,3,8.1732044127186,Hibernate
2458,129,2,12.598551913404728,At_risk
2459,99,3,21.38028230550397,At_risk
2460,12,4,16.402083575579752,Regular
2461,87,2,8.970872297742105,Hibernate
2462,280,2,12.177826319445265,At_risk
2463,4,3,7.294411907385607,Hibernate
2464,164,4,14.672269618288276,Regular
2465,3,2,23.56473069544107,At_risk
2466,81,4,19.78425088541278,Regular
2467,84,6,21.76639003550196,Loyal
2468,292,2,11.901460023209737,At_risk
2469,98,4,24.915056476612268,High_spender
2470,230,4,16.89226949208449,Regular
2471,139,3,16.494086822446455,At_risk
2472,347,4,14.102944832676732,Regular
2473,182,2,8.509419050942185,Hibernate
2474,324,1,3.504054767101864,Hibernate
2475,50,6,27.471082467025035,Loyal
2476,26,5,14.715316379349904,Regular
2477,209,3,10.043991619468724,At_risk
2478,484,2,12.219901431581604,At_risk
2479,351,5,12.929785433910654,Regular
2480,101,5,16.954204278808774,Regular
2481,36,2,13.419751051163068,At_risk
2482,708,1,3.5263605246161616,Hibernate
2483,63,4,16.833783898803873,Regular
2484,140,5,30.615237423751594,High_spender
2485,226,3,12.883851396229424,At_risk
2486,35,2,10.04163812430724,At_risk
2487,174,2,6.445176179576741,Hibernate
2488,133,2,13.360093595714094,At_risk
2489,8,4,16.45237947573134,Regular
2490,12,3,8.330770739514524,Hibernate
2492,50,7,41.42048424635961,Loyal
2493,145,2,7.707959375498934,Hibernate
2494,118,4,34.487442994767044,High_spender
2495,155,4,19.13148695845696,Regular
2496,28,4,18.50558822104965,Regular
2497,511,1,2.4406063908914204,Hibernate
2499,38,5,29.38397151471269,High_spender
2500,24,3,16.407790800239397,At_risk
2501,112,2,6.765133089998813,Hibernate
2502,259,3,24.28561841923408,At_risk
2503,325,1,5.942274302917211,Hibernate
2504,138,5,25.08163867363281,High_spender
2505,30,4,19.53815618141754,Regular
2506,3,4,11.985298746371283,Regular
2507,0,4,25.46964690535572,High_spender
2508,3,4,13.998304712666243,Regular
2509,168,4,16.679254717465344,Regular
2510,92,4,26.592469560183595,High_spender
2511,169,8,36.54842901917249,Loyal
2512,119,6,43.86847543737181,Loyal
2513,15,4,21.16557360741946,High_spender
2514,58,3,18.2102805837442,At_risk
2515,161,5,22.033557691684788,High_spender
2516,152,2,14.410207211506144,At_risk
2517,18,9,53.07470161314543,Loyal
2518,180,4,21.13379901257121,High_spender
2519,210,6,25.10521644502395,Loyal
2520,24,3,10.549173593142584,At_risk
2521,16,3,18.201953691135166,At_risk
2522,509,3,13.214929463989993,At_risk
2523,179,5,27.33154361918936,High_spender
2524,25,10,53.23979722816229,Loyal
2525,44,5,21.17140573855925,High_spender
2526,75,2,7.029271781015947,Hibernate
2527,141,2,9.445616742070344,At_risk
2528,72,3,14.06635412724848,At_risk
2530,122,4,19.44772892882819,Regular
2531,493,2,8.725832056527565,Hibernate
2532,177,3,21.222555659635496,At_risk
2533,372,3,13.08941983422297,At_risk
2534,52,6,23.601184209925545,Loyal
2535,50,5,21.41010417269748,High_spender
2536,53,3,11.951816022885165,At_risk
2537,77,3,12.300984494677556,At_risk
2538,156,3,12.4897280289403,At_risk
2539,45,2,7.103743026539907,Hibernate
2540,300,6,30.22159647497948,Loyal
2541,474,3,9.267294496150418,Hibernate
2542,36,3,13.982295942210715,At_risk
2543,139,4,19.15803264028082,Regular
2544,335,4,17.12155676671213,Regular
2545,42,6,16.399806517563754,Regular
2546,237,2,10.404350342074782,At_risk
2547,36,5,26.17966594575074,High_spender
2548,5,4,18.187178056025807,Regular
2549,128,7,31.74770290641623,Loyal
2550,7,7,34.429997367267994,Loyal
2551,70,3,13.050625713848325,At_risk
2552,359,5,25.359531971383007,High_spender
2553,163,6,21.856845637325183,Loyal
2555,7,7,36.02759794709374,Loyal
2556,124,4,18.99832697090555,Regular
2557,68,3,11.064149357023933,At_risk
2558,140,1,3.130263166511597,Hibernate
2559,429,3,12.540698314293884,At_risk
2560,34,6,42.290888988974125,Loyal
2561,133,4,17.38969210172756,Regular
2562,411,4,21.29643049234987,High_spender
2563,1,4,24.61180842587476,High_spender
2564,169,4,19.958173589897875,Regular
2565,93,4,22.11002502156468,High_spender
2566,333,1,6.889490284921832,Hibernate
2567,526,1,4.511738241195539,Hibernate
2568,82,7,34.84054899774062,Loyal
2569,167,3,15.806784408708385,At_risk
2570,128,5,19.997395085508767,Regular
2571,166,3,16.958535344622856,At_risk
2572,217,1,4.613931691656664,Hibernate
2573,361,5,31.249885824764768,High_spender
2574,19,4,20.93114573821673,High_spender
2575,292,2,9.185842740375785,Hibernate
2576,370,2,10.109140796281112,At_risk
2577,66,4,10.900073515618608,Regular
2578,29,7,33.744128690137444,Loyal
2579,266,3,14.268401401571962,At_risk
2580,43,5,24.938316971056715,High_spender
2581,16,5,21.39524927047701,High_spender
2582,46,2,26.845430465880952,At_risk
2583,279,2,12.124212808543394,At_risk
2584,249,8,36.19644304507933,Loyal
2585,291,4,14.554817518114902,Regular
2586,65,2,10.776150670317596,At_risk
2587,211,5,23.676392969096025,High_spender
2588,2,2,9.85624499021295,At_risk
2589,245,7,30.87381412374276,Loyal
2590,14,5,20.067254261997764,Regular
2591,385,2,3.810176309070117,Hibernate
2592,90,6,30.08271824017108,Loyal
2593,443,3,11.504367950304507,At_risk
2594,223,4,14.600370781765124,Regular
2595,341,5,31.779616009424828,High_spender
2597,137,7,27.13655607977092,Loyal
2598,49,1,7.435419140580292,Hibernate
2599,38,4,32.55514274244154,High_spender
2600,14,7,36.17632949381815,Loyal
2601,69,6,37.35075513499148,Loyal
2602,19,6,35.02624155947388,Loyal
2603,550,1,8.186829173585274,Hibernate
2604,101,5,25.11450202801081,High_spender
2605,487,2,8.815909460591648,Hibernate
2606,338,3,14.765369832773228,At_risk
2607,405,2,6.303497710423594,Hibernate
2608,102,4,14.190834811481512,Regular
2609,126,2,7.972304968524362,Hibernate
2610,70,3,14.91589165857778,At_risk
2611,366,3,10.617025422743808,At_risk
2612,213,7,31.338031847521943,Loyal
2613,129,6,24.3277364740758,Loyal
2614,188,1,3.382354293860676,Hibernate
2615,580,2,5.624739267315748,Hibernate
2616,228,4,16.59462299913641,Regular
2617,222,7,26.943131031269395,Loyal
2618,27,5,31.48507811932905,High_spender
2619,371,3,12.474755190756966,At_risk
2620,16,4,15.182827174016802,Regular
2621,459,2,7.930148651071556,Hibernate
2622,90,3,20.6376792999824,At_risk
2623,81,3,15.510335601322248,At_risk
2624,134,2,10.169208638108572,At_risk
2625,42,10,57.34746271736574,Loyal
2626,508,2,10.758524985017509,At_risk
2627,60,3,12.947071258588814,At_risk
2628,393,1,4.572233685741827,Hibernate
2629,24,5,39.89775691699028,High_spender
2630,318,3,14.49977717535434,At_risk
2631,94,3,11.105941533633786,At_risk
2632,98,9,50.12426803081373,Loyal
2633,33,6,26.98664321793432,Loyal
2634,252,1,9.143342509135447,Hibernate
2635,104,2,12.445491314729626,At_risk
2636,110,2,18.051015035716336,At_risk
2637,468,2,5.543375822532934,Hibernate
2638,446,2,11.424246650579208,At_risk
2639,48,3,14.151386508041996,At_risk
2640,252,1,2.447550863244232,Hibernate
2641,304,5,22.241373290037043,High_spender
2642,273,3,12.056197161748528,At_risk
2643,29,5,22.480799344410464,High_spender
2644,588,3,13.021459750601302,At_risk
2645,186,8,33.74933804778243,Loyal
2646,49,3,15.74743554204116,At_risk
2648,52,5,25.993128917420258,High_spender
2649,32,4,18.4067280772444,Regular
2650,38,4,31.17842832077399,High_spender
2651,475,2,7.737127196855305,Hibernate
2652,4,3,28.302916126660698,At_risk
2653,23,5,20.84768323789206,High_spender
2654,35,6,34.9441957242414,Loyal
2655,182,2,10.798394013035086,At_risk
2656,14,5,21.42338818012721,High_spender
2657,223,2,10.757781641002538,At_risk
2658,75,2,10.261922575746189,At_risk
2659,22,5,33.58147659450205,High_spender
2660,475,2,9.794072606550248,At_risk
2661,243,4,13.044286423091028,Regular
2662,390,3,9.697096971272307,At_risk
2663,70,9,51.11922221330654,Loyal
2664,101,3,15.519482755454204,At_risk
2665,261,2,11.063240094765655,At_risk
2666,16,7,29.35880173553592,Loyal
2667,197,2,10.014539272523994,At_risk
2668,394,1,2.253394848803274,Hibernate
2669,97,4,18.40893155939053,Regular
2670,245,2,9.93209373030124,At_risk
2671,156,4,12.759151916911891,Regular
2672,34,5,24.766645617916907,High_spender
2673,20,4,11.483993539388289,Regular
2674,483,3,11.08766024604272,At_risk
2675,106,3,8.004552032563353,Hibernate
2676,53,5,27.041910650338856,High_spender
2677,7,2,11.189672482888078,At_risk
2678,32,4,22.27633544856376,High_spender
2679,379,3,12.053474549420818,At_risk
2680,141,4,15.837165841560806,Regular
2681,242,3,12.163492506379008,At_risk
2682,29,5,16.45960515877411,Regular
2683,141,3,15.070995086080403,At_risk
2684,353,1,3.741471904233107,Hibernate
2685,84,5,19.48072211611003,Regular
2686,375,2,7.623577623817301,Hibernate
2687,107,4,32.26306038110404,High_spender
2688,38,5,25.30842939684789,High_spender
2689,244,4,25.101224364987463,High_spender
2690,56,7,34.45082823663607,Loyal
2691,56,5,20.88602599636466,High_spender
2692,82,3,21.28188637039433,At_risk
2693,58,4,20.036957915226985,Regular
2694,36,6,38.93584747496849,Loyal
2695,179,3,16.080531516655007,At_risk
2696,119,5,19.15188645348134,Regular
2697,541,2,11.57085631595933,At_risk
2698,340,3,13.034877356880184,At_risk
2699,32,5,17.997890930342457,Regular
2700,45,4,19.96874080001676,Regular
2701,501,5,19.253220467720386,Regular
2702,217,4,15.277347084091472,Regular
2703,100,4,16.966891422516223,Regular
2704,42,2,10.468401281564848,At_risk
2705,44,3,13.847626526298964,At_risk
2706,88,8,47.43140827256228,Loyal
2707,73,7,32.46985568938911,Loyal
2708,316,2,13.655900880485992,At_risk
2709,132,4,15.46203221264878,Regular
2710,77,2,6.468839379659494,Hibernate
2711,108,3,26.152505189748503,At_risk
2712,95,5,20.430190477775287,Regular
2713,134,5,23.55368118991853,High_spender
2714,290,1,4.732683506287051,Hibernate
2715,177,6,26.84736676556884,Loyal
2716,98,7,32.32209989003247,Loyal
2717,727,1,3.1192764596454463,Hibernate
2718,201,8,35.739775224175084,Loyal
2719,214,5,24.569648426416585,High_spender
2720,552,1,3.8264651170664994,Hibernate
2721,142,2,12.065704767933342,At_risk
2722,412,2,5.875043084090731,Hibernate
2723,57,4,23.94194453946678,High_spender
2724,244,2,11.943632615504546,At_risk
2725,702,2,7.250216403503051,Hibernate
2726,395,4,16.659340792389774,Regular
2727,15,5,22.347056630905623,High_spender
2728,32,2,10.888940579410928,At_risk
2729,97,7,37.35099895273568,Loyal
2730,50,4,21.334194629060587,High_spender
2731,263,2,6.332566052112858,Hibernate
2732,272,4,17.057167311845117,Regular
2733,161,3,9.2570544167862,Hibernate
2734,275,1,6.5054551570171295,Hibernate
2735,212,1,2.6159349121944047,Hibernate
2736,4,7,46.592303152235296,Loyal
2737,369,2,11.05444394435882,At_risk
2738,51,7,39.86049814522829,Loyal
2739,102,2,8.699450746162105,Hibernate
2740,181,2,9.971149939320712,At_risk
2741,93,4,18.98964958364817,Regular
2742,81,3,14.611228966419048,At_risk
2743,142,7,43.72505029939733,Loyal
2744,225,3,15.754341447670928,At_risk
2745,245,6,29.61435428555643,Loyal
2746,215,7,30.97046579030365,Loyal
2747,122,6,23.02823990757472,Loyal
2748,637,1,3.794139964771429,Hibernate
2749,191,3,13.583737381109565,At_risk
2750,107,3,13.537872401530986,At_risk
2751,330,5,22.16366014276573,High_spender
2752,81,1,4.528936879988502,Hibernate
2753,113,3,14.0622406954039,At_risk
2754,242,3,19.228430936482084,At_risk
2755,227,6,29.318965437490448,Loyal
2756,37,4,20.35350740618036,Regular
2757,14,3,18.85334808817377,At_risk
2758,41,9,38.77088958271231,Loyal
2759,156,1,3.212455257065278,Hibernate
2760,144,9,38.47434559840509,Loyal
2761,249,6,26.6415608034337,Loyal
2762,12,4,18.77848071956881,Regular
2763,320,4,15.080403578873518,Regular
2764,2,6,23.024967240918244,Loyal
2765,30,5,26.121074548969567,High_spender
2766,133,3,16.174496374175213,At_risk
2767,337,1,7.874030980960752,Hibernate
2768,363,2,13.078445445411504,At_risk
2769,152,5,23.902891697751368,High_spender
2770,168,2,9.195186124204506,Hibernate
2771,126,3,17.80857202985358,At_risk
2772,26,7,37.79688902104081,Loyal
2773,579,1,4.219507705176106,Hibernate
2774,63,3,9.26654263693144,Hibernate
2775,54,4,20.635002660379385,High_spender
2776,595,2,7.510882867862846,Hibernate
2777,212,4,17.211118324619918,Regular
2778,549,4,13.5698201516325,Regular
2779,3,6,43.19094489937207,Loyal
2780,80,2,11.760858904143417,At_risk
2781,212,6,22.82956515701743,Loyal
2782,204,3,15.40286789122136,At_risk
2783,274,1,2.9041650800285006,Hibernate
2784,47,5,28.053736990676832,High_spender
2785,73,5,24.53357567580325,High_spender
2786,280,3,11.462328920402456,At_risk
2787,189,6,29.394203109873203,Loyal
2788,118,4,12.719960283364948,Regular
2789,212,8,43.45494810789598,Loyal
2790,0,3,15.780857860452617,At_risk
2791,404,1,4.82655218668264,Hibernate
2792,67,4,25.33632381646545,High_spender
2794,92,7,40.65795752561979,Loyal
2795,238,5,17.046001257645607,Regular
2796,74,5,19.31347221377836,Regular
2797,109,2,8.726850109564243,Hibernate
2798,130,4,11.64786140088686,Regular
2799,111,8,38.73127348099358,Loyal
2800,89,5,20.26557809501383,Regular
2801,446,4,9.532409735393212,Regular
2802,380,4,15.81002689998164,Regular
2803,430,5,22.89390307356046,High_spender
2804,346,4,13.144258003945152,Regular
2805,122,4,18.050588758025828,Regular
2806,633,4,18.827322608902275,Regular
2807,180,4,18.72417137473251,Regular
2808,239,3,6.903391853070433,Hibernate
2809,264,2,12.485033069940815,At_risk
2810,0,6,34.2482288284518,Loyal
2811,310,6,47.23025695991726,Loyal
2812,387,2,9.174389307690523,Hibernate
2813,44,5,27.879524017186768,High_spender
2814,70,7,32.48936846047636,Loyal
2815,111,4,16.43205407088859,Regular
2816,80,8,37.68312111566426,Loyal
2817,8,3,17.680663096470845,At_risk
2818,38,3,10.749833199712196,At_risk
2820,401,1,3.7823697972012753,Hibernate
2822,12,2,6.4389828914471465,Hibernate
2823,439,2,10.820388018484676,At_risk
2824,23,3,16.755667799958612,At_risk
2825,1,5,22.924099328456688,High_spender
2826,482,1,3.708682081410117,Hibernate
2827,60,2,14.39643909638567,At_risk
2828,697,1,5.2699178920263385,Hibernate
2829,11,3,17.711403181462035,At_risk
2830,191,4,17.52275112124459,Regular
2831,358,4,16.50035104812338,Regular
2832,58,5,19.16941133046141,Regular
2833,138,1,7.67786350067821,Hibernate
2834,4,4,22.06237737714299,High_spender
2835,82,7,32.897861562576445,Loyal
2836,1,5,27.66031840755744,High_spender
2837,102,5,15.334775238157157,Regular
2838,50,3,12.030664911089913,At_risk
2839,60,3,21.413187370814377,At_risk
2840,145,6,27.088113371470484,Loyal
2841,10,1,3.2676659890376327,Hibernate
2842,154,2,7.941047941529592,Hibernate
2843,16,4,16.164775071122108,Regular
2844,223,1,4.659658371272162,Hibernate
2845,90,2,8.27767225994345,Hibernate
2846,98,3,12.914844048941436,At_risk
2847,37,6,29.0776833143586,Loyal
2848,45,2,6.792265860972647,Hibernate
2849,36,5,22.37795291037841,High_spender
2850,278,4,19.594815654024075,Regular
2851,105,9,51.3517603374484,Loyal
2852,205,1,4.248495242049359,Hibernate
2853,408,2,7.949830400796421,Hibernate
2854,325,4,23.87914950253604,High_spender
2855,52,8,44.250834284342936,Loyal
2856,131,2,8.18903906320849,Hibernate
2857,256,6,31.61074912373681,Loyal
2858,493,1,7.550030129168325,Hibernate
2859,322,2,9.23004299427203,Hibernate
2860,10,6,28.773948409198127,Loyal
2861,28,5,21.820992658502604,High_spender
2862,144,3,9.227082841762892,Hibernate
2863,541,3,17.722802342717987,At_risk
2864,149,4,18.07772845677245,Regular
2865,56,3,16.712968852685584,At_risk
2866,623,1,4.881589066161162,Hibernate
2867,7,5,24.620628174684025,High_spender
2868,26,8,37.29539632582264,Loyal
2869,20,4,25.717039002399595,High_spender
2870,66,5,32.9307489965928,High_spender
2871,10,4,16.453992686873242,Regular
2872,102,3,15.550162366140142,At_risk
2873,118,6,26.052546403923067,Loyal
2874,112,4,25.696629113608605,High_spender
2875,59,3,13.190314426997666,At_risk
2876,61,5,20.09492590581572,Regular
2877,264,2,14.631553344558458,At_risk
2878,421,2,4.912029690342133,Hibernate
2879,2,5,25.62329745479395,High_spender
2880,57,3,15.331469863710849,At_risk
2881,577,2,8.119910515715631,Hibernate
2882,188,4,18.557218719998485,Regular
2883,79,4,20.090760411371328,Regular
2884,2,4,12.446617605261816,Regular
2885,41,5,26.68186788927616,High_spender
2886,383,2,8.800973260946709,Hibernate
2887,347,2,8.604729230746507,Hibernate
2888,10,4,12.617092137821324,Regular
2889,344,1,3.732896339530711,Hibernate
2890,248,2,11.764507213748937,At_risk
2891,181,1,10.152310702380536,At_risk
2892,405,2,10.03639026758431,At_risk
2893,18,5,21.232949559928144,High_spender
2894,291,1,4.362334001328145,Hibernate
2895,138,1,6.660974557901773,Hibernate
2897,337,3,14.962783785538305,At_risk
2898,525,3,7.872724854544115,Hibernate
2899,36,4,18.50392097560296,Regular
2900,263,4,20.2094915145674,Regular
2901,508,4,17.18193427303803,Regular
2902,136,3,14.823207006519237,At_risk
2903,144,3,18.76210267991776,At_risk
2904,104,4,19.125671723528555,Regular
2905,69,2,13.664837982513326,At_risk
2906,175,5,21.71492225377386,High_spender
2907,376,7,31.23833210565551,Loyal
2908,290,3,13.857315842473652,At_risk
2909,236,5,22.302954326259304,High_spender
2910,26,5,25.58478288475463,High_spender
2911,169,2,4.623972312950688,Hibernate
2912,336,5,18.171592749357373,Regular
2913,179,2,9.171213564813597,Hibernate
2914,30,4,14.357986194192156,Regular
2915,421,2,9.76887557629136,At_risk
2916,200,4,25.535996232956613,High_spender
2917,582,2,13.912644275567,At_risk
2918,19,8,44.80653850160206,Loyal
2919,183,2,7.42466634880403,Hibernate
2920,80,5,19.0466832242086,Regular
2921,398,3,16.912746249569707,At_risk
2922,4,3,10.78962319562525,At_risk
2923,423,2,11.021502074627998,At_risk
2924,41,4,19.655959814377013,Regular
2925,19,7,28.77819473596122,Loyal
2926,52,3,11.30582195128122,At_risk
2927,330,5,17.122727263718215,Regular
2928,99,4,22.61507552387375,High_spender
2929,434,2,10.86721158178551,At_risk
2930,282,4,22.21192724143581,High_spender
2931,543,1,6.400257445308822,Hibernate
2932,285,4,28.304650253095737,High_spender
2933,268,2,14.346286585401096,At_risk
2934,108,4,16.72807213478567,Regular
2935,355,4,17.3366245641353,Regular
2936,205,2,9.553767765322196,At_risk
2937,152,7,26.74401117633524,Loyal
2938,188,3,16.0035907732197,At_risk
2939,149,3,12.637195644587862,At_risk
2940,53,4,19.60823840564604,Regular
2941,88,6,15.568442104974448,Regular
2942,332,3,21.00700942030417,At_risk
2943,193,4,15.315129517829217,Regular
2944,332,4,30.3290935973609,High_spender
2945,164,2,11.991989226980165,At_risk
2946,56,8,34.18286080454091,Loyal
2947,167,3,14.974122281994134,At_risk
2948,194,4,18.710728846290262,Regular
2949,577,2,8.11001381478906,Hibernate
2950,81,6,28.364588518432804,Loyal
2951,8,3,12.304008959478235,At_risk
2952,35,5,30.061846592909777,High_spender
2953,360,1,5.1701998637675946,Hibernate
2954,208,3,10.710780653518327,At_risk
2955,207,6,23.10077375674983,Loyal
2956,28,5,17.687964960031984,Regular
2957,33,7,36.258797663568494,Loyal
2958,199,5,18.38048871872778,Regular
2960,11,9,50.36015779780822,Loyal
2961,44,6,38.12559725044419,Loyal
2962,248,4,14.120650676127624,Regular
2963,582,2,5.28098044689476,Hibernate
2964,141,5,28.37602457571443,High_spender
2965,571,2,10.22403197118908,At_risk
2966,399,2,10.24085450477992,At_risk
2967,327,3,10.30405093881064,At_risk
2968,74,1,3.643254276087661,Hibernate
2969,22,4,16.201288247558864,Regular
2970,0,2,10.52522010563105,At_risk
2971,337,3,15.984738185266057,At_risk
2972,223,2,18.791451341979865,At_risk
2973,382,5,18.763694039430263,Regular
2974,4,4,18.900143404788253,Regular
2975,67,5,22.274059601637525,High_spender
2976,211,2,7.854321930664842,Hibernate
2977,44,4,21.42889315247946,High_spender
2978,35,5,34.88110690983564,High_spender
2979,143,4,19.41572367604248,Regular
2980,247,3,13.142706738169109,At_risk
2981,27,4,14.774466569893615,Regular
2982,188,5,22.951559212305543,High_spender
2983,110,2,9.08428069925944,Hibernate
2984,309,4,17.56789220581257,Regular
2985,215,2,8.036358121333917,Hibernate
2986,225,5,29.0103507039764,High_spender
2987,623,1,4.416428061391214,Hibernate
2988,77,1,3.554204550787335,Hibernate
2989,334,4,21.52950960235181,High_spender
2990,140,9,52.80153389392411,Loyal
2991,317,5,22.68239751455274,High_spender
2992,51,1,4.613138355637268,Hibernate
2993,239,6,34.24667219276812,Loyal
2994,536,2,12.028976556615165,At_risk
2995,315,2,8.722614170395229,Hibernate
2996,95,6,33.6431366839845,Loyal
2997,0,5,27.2190056985024,High_spender
2998,169,2,7.043013180332361,Hibernate
2999,149,3,15.195899542436376,At_risk
3000,495,1,4.150094577326593,Hibernate
3001,6,2,6.927652019496588,Hibernate
3002,139,5,34.06515246310956,High_spender
3003,601,3,11.698853217749503,At_risk
3004,323,2,6.96427548921348,Hibernate
3005,171,5,21.586512445131447,High_spender
3006,3,3,13.49341319218382,At_risk
3007,393,2,4.987112796654062,Hibernate
3008,539,2,8.54048775401926,Hibernate
3009,138,6,22.52130036597976,Loyal
3010,138,5,19.88011661759517,Regular
3011,191,5,16.193167189942383,Regular
3012,101,3,10.005316124296913,At_risk
3013,131,5,21.567478200835147,High_spender
3014,49,5,39.14424871087505,High_spender
3015,81,4,16.211427247118166,Regular
3016,29,3,11.45454007470247,At_risk
3017,93,3,14.29452592964764,At_risk
3018,186,3,8.72327752375801,Hibernate
3019,11,2,8.296575886452967,Hibernate
3020,125,3,14.368993914359312,At_risk
3021,334,4,16.9834594991559,Regular
3022,45,4,18.91501712670862,Regular
3023,155,3,18.24157276010878,At_risk
3024,372,2,10.752312047024269,At_risk
3025,72,4,23.912133244434088,High_spender
3026,340,5,20.18698159854074,Regular
3027,106,4,16.21659113792642,Regular
3028,204,6,30.9178917048138,Loyal
3029,213,3,14.993601749987668,At_risk
3030,381,4,19.21654371447889,Regular
3031,12,5,30.85099588432294,High_spender
3032,208,2,6.0664705534083065,Hibernate
3033,461,3,15.762073214510837,At_risk
3034,222,5,18.026614836654232,Regular
3035,31,6,22.14633398552533,Loyal
3036,103,3,26.646246295169576,At_risk
3037,310,2,6.195657178720104,Hibernate
3038,353,5,19.97959445579821,Regular
3039,32,4,15.667212140734618,Regular
3040,445,1,7.617178877061703,Hibernate
3041,106,5,28.27317226972537,High_spender
3042,3,7,35.038839210712766,Loyal
3043,359,1,4.912654885736052,Hibernate
3044,92,7,31.534040225132348,Loyal
3045,279,4,22.95638421415897,High_spender
3046,42,6,42.24665220108015,Loyal
3047,114,2,9.107327321087904,Hibernate
3048,20,6,42.56662316298511,Loyal
3049,328,2,10.546781769355205,At_risk
3050,15,9,58.14706268537656,Loyal
3051,31,4,23.632488250083604,High_spender
3052,179,2,7.87999146713834,Hibernate
3053,5,3,17.195882601577477,At_risk
3054,185,7,31.7417290543742,Loyal
3055,134,1,11.076402589987762,At_risk
3056,137,2,8.085049349684441,Hibernate
3057,532,2,8.621630868589586,Hibernate
3058,156,3,16.6293685523247,At_risk
3059,382,4,16.883447337472088,Regular
3060,178,3,11.068354805609877,At_risk
3061,25,4,13.346711138279078,Regular
3062,151,4,20.28968500996522,Regular
3063,2,5,19.38820178562869,Regular
3064,362,2,6.149288472301537,Hibernate
3065,367,3,12.690446081580252,At_risk
3066,24,6,19.451033596699745,Regular
3067,33,5,24.147950555242367,High_spender
3068,194,3,12.930076751277216,At_risk
3069,265,2,9.884878454748154,At_risk
3071,200,4,30.10762859287712,High_spender
3072,205,5,30.120876524573003,High_spender
3073,347,2,9.038693376390537,Hibernate
3074,261,2,9.815156253195765,At_risk
3075,76,3,10.548957293618836,At_risk
3076,22,2,6.989591085784444,Hibernate
3077,121,6,31.63972048362892,Loyal
3078,120,2,7.988523980181851,Hibernate
3079,295,4,17.45882935130446,Regular
3080,683,1,2.8390784635086144,Hibernate
3081,463,5,27.33247436588558,High_spender
3082,96,10,44.94751357232828,Loyal
3083,467,4,19.8232606796829,Regular
3084,65,7,23.96214227332751,Loyal
3085,172,2,8.426609360806253,Hibernate
3086,270,4,19.956396817162904,Regular
3087,368,3,7.693059947559494,Hibernate
3088,27,3,14.296918205066865,At_risk
3089,74,5,21.72160367247086,High_spender
3090,56,9,36.41629374358987,Loyal
3092,6,3,10.508279553608173,At_risk
3093,292,1,2.974712906329916,Hibernate
3094,85,8,26.055508959534784,Loyal
3095,78,6,28.20191691798308,Loyal
3096,130,3,12.62617624933825,At_risk
3097,142,1,3.423610976499056,Hibernate
3098,117,2,4.841979928066116,Hibernate
3099,165,5,23.05985528309593,High_spender
3100,221,5,23.238225309648143,High_spender
3101,13,6,29.098170854333027,Loyal
3102,26,4,18.799231546510445,Regular
3103,385,2,5.79938352124559,Hibernate
3104,209,6,25.90452990860026,Loyal
3105,627,1,3.919991175077323,Hibernate
3106,598,3,17.471817018170427,At_risk
3107,44,7,25.254151189069,Loyal
3108,645,1,5.55314561412874,Hibernate
3109,184,4,17.59908518348957,Regular
3110,525,2,12.681066055090414,At_risk
3111,7,6,27.733850746553543,Loyal
3112,225,4,14.131688023601669,Regular
3113,195,5,23.735397375693868,High_spender
3115,427,7,30.355187281842547,Loyal
3116,385,5,26.785228633555214,High_spender
3117,91,4,21.903212437313723,High_spender
3118,1,3,9.90838100006823,At_risk
3119,185,6,36.33334340158428,Loyal
3120,7,10,45.4783545169291,Loyal
3122,60,9,37.12440644949885,Loyal
3123,380,4,15.978102549077075,Regular
3124,265,1,3.169685580677429,Hibernate
3125,451,2,9.555471016168037,At_risk
3126,393,1,3.2672849640758885,Hibernate
3127,392,4,17.714316219728445,Regular
3128,122,4,32.170764019901874,High_spender
3129,522,3,14.151447565661751,At_risk
3130,242,3,7.450098174285598,Hibernate
3131,392,2,7.973275619191902,Hibernate
3132,123,4,19.675199039656253,Regular
3133,5,4,20.146176929353224,Regular
3134,206,1,3.1302631665115976,Hibernate
3135,157,3,10.457520669154352,At_risk
3136,611,1,2.9433857931817817,Hibernate
3137,128,8,32.10761094455561,Loyal
3138,255,4,21.525525970746656,High_spender
3139,253,7,28.498911555272503,Loyal
3140,125,6,23.688971773073423,Loyal
3141,44,7,27.361136522518603,Loyal
3142,485,5,13.972937296577683,Regular
3143,220,2,10.286131671473589,At_risk
3144,136,4,28.23845529032949,High_spender
3145,44,4,15.24298131180276,Regular
3146,551,2,6.839301690627323,Hibernate
3147,6,2,8.582322475519,Hibernate
3148,277,4,26.022195268666664,High_spender
3149,704,1,8.091590679980651,Hibernate
